row_id,jaccard_0,bert_score_0,rouge_1s_0,rouge_2s_0,rouge_ls_0,num_token_0,num_mask_0,num_med_ents_0,jaccard_1,bert_score_1,rouge_1s_1,rouge_2s_1,rouge_ls_1,num_token_1,num_mask_1,num_med_ents_1,jaccard_2,bert_score_2,rouge_1s_2,rouge_2s_2,rouge_ls_2,num_token_2,num_mask_2,num_med_ents_2,jaccard_3,bert_score_3,rouge_1s_3,rouge_2s_3,rouge_ls_3,num_token_3,num_mask_3,num_med_ents_3,jaccard_4,bert_score_4,rouge_1s_4,rouge_2s_4,rouge_ls_4,num_token_4,num_mask_4,num_med_ents_4
109830,0.37037037037037035,0.8956266641616821,0.36904761904761907,0.216,0.35714285714285715,253,0,29,0.4,0.8918240666389465,0.35294117647058826,0.16260162601626016,0.35294117647058826,243,0,27,0.21739130434782608,0.8746339678764343,0.3373493975903614,0.11811023622047244,0.3373493975903614,257,15,33,0.12,0.8602027297019958,0.25882352941176473,0.06993006993006994,0.25882352941176473,257,19,31,0.09523809523809523,0.8409258127212524,0.23943661971830985,0.0782608695652174,0.2112676056338028,233,22,29
11402,0.4166666666666667,0.8884115815162659,0.38596491228070173,0.2088607594936709,0.3684210526315789,257,0,31,0.43333333333333335,0.8925949931144714,0.45871559633027525,0.20394736842105263,0.43119266055045874,257,0,28,0.28125,0.8620309829711914,0.44,0.11711711711711711,0.36,257,0,33,0.37037037037037035,0.872742772102356,0.48717948717948717,0.16666666666666666,0.38461538461538464,249,0,31,0.21428571428571427,0.8639960885047913,0.4166666666666667,0.12162162162162163,0.3854166666666667,256,19,29
30840,0.375,0.8970125913619995,0.4157303370786517,0.20454545454545456,0.38202247191011235,257,0,26,0.32,0.8830429911613464,0.3950617283950617,0.1885245901639344,0.37037037037037035,257,0,24,0.24,0.8817631006240845,0.42045454545454547,0.17647058823529413,0.3977272727272727,257,4,22,0.24,0.8849149346351624,0.3103448275862069,0.10317460317460317,0.26436781609195403,224,0,22,0.1935483870967742,0.8740239143371582,0.30526315789473685,0.11724137931034483,0.2736842105263158,257,0,28
14889,0.4,0.8899668455123901,0.43478260869565216,0.22012578616352202,0.4,257,0,35,0.25,0.8824580311775208,0.3564356435643564,0.14285714285714285,0.3069306930693069,257,0,41,0.16666666666666666,0.8737537860870361,0.2962962962962963,0.10256410256410256,0.2777777777777778,257,0,36,0.1111111111111111,0.8575610518455505,0.3465346534653465,0.14473684210526316,0.3465346534653465,257,18,32,0.0967741935483871,0.8492915630340576,0.33695652173913043,0.11724137931034483,0.31521739130434784,257,22,31
131903,0.38235294117647056,0.9131103754043579,0.5319148936170213,0.2534246575342466,0.48936170212765956,257,0,37,0.2894736842105263,0.881807804107666,0.3978494623655914,0.18248175182481752,0.3870967741935484,257,9,37,0.15789473684210525,0.881059467792511,0.36,0.10526315789473684,0.35,257,0,34,0.14705882352941177,0.8752164840698242,0.3333333333333333,0.12781954887218044,0.32142857142857145,257,10,31,0.12903225806451613,0.8696385025978088,0.358974358974359,0.14516129032258066,0.358974358974359,232,16,28
104142,0.3548387096774194,0.8904777765274048,0.3793103448275862,0.22794117647058823,0.367816091954023,254,0,23,0.29411764705882354,0.8837255239486694,0.4222222222222222,0.1865671641791045,0.4111111111111111,257,2,31,0.20512820512820512,0.8824982047080994,0.3364485981308411,0.14556962025316456,0.308411214953271,257,0,32,0.3225806451612903,0.8798223733901978,0.43478260869565216,0.17391304347826086,0.41304347826086957,257,6,29,0.17647058823529413,0.8540976047515869,0.3218390804597701,0.125,0.2988505747126437,199,7,21
988,0.3157894736842105,0.8766048550605774,0.3106796116504854,0.13157894736842105,0.27184466019417475,257,0,32,0.3939393939393939,0.8883058428764343,0.4056603773584906,0.16993464052287582,0.3867924528301887,257,0,39,0.2777777777777778,0.8758928179740906,0.3333333333333333,0.14084507042253522,0.3125,257,0,31,0.29411764705882354,0.8813281655311584,0.3106796116504854,0.11724137931034483,0.2912621359223301,257,0,33,0.35135135135135137,0.8822835683822632,0.26804123711340205,0.087248322147651,0.24742268041237114,257,0,36
34183,0.3103448275862069,0.9096393585205078,0.422680412371134,0.19863013698630136,0.3917525773195876,229,0,35,0.3548387096774194,0.9066779613494873,0.37735849056603776,0.1724137931034483,0.3490566037735849,257,3,39,0.2903225806451613,0.8987491130828857,0.37142857142857144,0.16326530612244897,0.3619047619047619,257,7,40,0.13513513513513514,0.8528894186019897,0.18,0.07971014492753623,0.18,257,0,37,0.06060606060606061,0.8814601302146912,0.30851063829787234,0.12,0.2765957446808511,257,4,29
56956,0.2692307692307692,0.888505220413208,0.42105263157894735,0.1357142857142857,0.4,232,0,32,0.30434782608695654,0.8861669301986694,0.40404040404040403,0.11188811188811189,0.3838383838383838,241,0,30,0.1724137931034483,0.8880205750465393,0.3695652173913043,0.11627906976744186,0.30434782608695654,209,0,27,0.25,0.8792530298233032,0.4157303370786517,0.11290322580645161,0.3595505617977528,205,0,27,0.11538461538461539,0.882192075252533,0.4235294117647059,0.10619469026548672,0.3411764705882353,190,0,24
119227,0.2916666666666667,0.8837370872497559,0.45454545454545453,0.2283464566929134,0.375,257,0,29,0.34782608695652173,0.8818424344062805,0.46236559139784944,0.2116788321167883,0.43010752688172044,257,0,31,0.21739130434782608,0.8825029730796814,0.44329896907216493,0.1956521739130435,0.3917525773195876,257,0,23,0.16666666666666666,0.8565763831138611,0.36666666666666664,0.15671641791044777,0.35555555555555557,247,16,29,0.04,0.8421335220336914,0.29347826086956524,0.09352517985611511,0.2717391304347826,257,17,27
