row_id,jaccard_0,bert_score_0,rouge_1s_0,rouge_2s_0,rouge_ls_0,num_token_0,num_mask_0,num_med_ents_0,jaccard_1,bert_score_1,rouge_1s_1,rouge_2s_1,rouge_ls_1,num_token_1,num_mask_1,num_med_ents_1,jaccard_2,bert_score_2,rouge_1s_2,rouge_2s_2,rouge_ls_2,num_token_2,num_mask_2,num_med_ents_2,jaccard_3,bert_score_3,rouge_1s_3,rouge_2s_3,rouge_ls_3,num_token_3,num_mask_3,num_med_ents_3,jaccard_4,bert_score_4,rouge_1s_4,rouge_2s_4,rouge_ls_4,num_token_4,num_mask_4,num_med_ents_4
109830,0.5263157894736842,0.8800478577613831,0.6097560975609756,0.40816326530612246,0.6097560975609756,101,0,13,0.34782608695652173,0.8712673783302307,0.4782608695652174,0.24528301886792453,0.4782608695652174,103,0,15,0.38095238095238093,0.8693479299545288,0.5641025641025641,0.3181818181818182,0.5641025641025641,93,0,13,0.3181818181818182,0.8546842336654663,0.5161290322580645,0.18421052631578946,0.5161290322580645,85,0,13,0.19230769230769232,0.8567231893539429,0.4090909090909091,0.16666666666666666,0.4090909090909091,105,0,18
11402,0.46153846153846156,0.8558404445648193,0.6,0.3,0.5777777777777777,87,0,14,0.44,0.8529593348503113,0.6388888888888888,0.375,0.6388888888888888,68,0,11,0.32142857142857145,0.8481756448745728,0.5681818181818182,0.26,0.5454545454545454,74,0,12,0.21875,0.8358440399169922,0.5625,0.24528301886792453,0.5208333333333334,82,0,15,0.17647058823529413,0.8443971276283264,0.5740740740740741,0.1875,0.5370370370370371,98,0,16
30840,0.4090909090909091,0.8923193216323853,0.5106382978723404,0.3220338983050847,0.5106382978723404,113,0,14,0.42857142857142855,0.8913360238075256,0.48148148148148145,0.29508196721311475,0.48148148148148145,114,0,12,0.23809523809523808,0.8868852853775024,0.54,0.36666666666666664,0.54,96,0,9,0.2857142857142857,0.8923575282096863,0.5510204081632653,0.3684210526315789,0.5510204081632653,97,0,9,0.17391304347826086,0.866982102394104,0.5306122448979592,0.25862068965517243,0.5306122448979592,103,0,9
14889,0.2903225806451613,0.8661742806434631,0.6444444444444445,0.41304347826086957,0.6,78,0,14,0.37037037037037035,0.8470523953437805,0.7931034482758621,0.3870967741935484,0.6896551724137931,50,0,11,0.17142857142857143,0.843841552734375,0.4791666666666667,0.17543859649122806,0.4791666666666667,103,0,15,0.08571428571428572,0.8304963707923889,0.3125,0.13559322033898305,0.2708333333333333,94,0,14,0.0625,0.8260153532028198,0.38235294117647056,0.14705882352941177,0.38235294117647056,66,0,9
131903,0.36,0.8764340281486511,0.7096774193548387,0.5,0.7096774193548387,75,0,12,0.34615384615384615,0.8907098770141602,0.6888888888888889,0.47368421052631576,0.6666666666666666,100,0,13,0.29411764705882354,0.8887580633163452,0.4666666666666667,0.16,0.45,153,0,22,0.16,0.8455915451049805,0.5,0.19047619047619047,0.45,40,0,6,0.10344827586206896,0.857113778591156,0.4222222222222222,0.1111111111111111,0.37777777777777777,77,0,9
104142,0.3793103448275862,0.8710994124412537,0.5961538461538461,0.36507936507936506,0.5961538461538461,112,0,13,0.39285714285714285,0.8719333410263062,0.543859649122807,0.3013698630136986,0.5263157894736842,122,0,12,0.26666666666666666,0.8563669919967651,0.6086956521739131,0.40384615384615385,0.6086956521739131,98,0,11,0.15151515151515152,0.8581973314285278,0.6046511627906976,0.27450980392156865,0.5813953488372093,94,0,11,0.13333333333333333,0.8354780077934265,0.38095238095238093,0.18,0.35714285714285715,71,0,8
988,0.3,0.8608592748641968,0.5681818181818182,0.28,0.5681818181818182,96,0,16,0.1875,0.8564576506614685,0.525,0.2708333333333333,0.525,70,0,16,0.3333333333333333,0.8670353889465332,0.5952380952380952,0.38,0.5952380952380952,75,0,14,0.2,0.8557179570198059,0.4090909090909091,0.10204081632653061,0.38636363636363635,91,0,13,0.15151515151515152,0.8594366312026978,0.42857142857142855,0.08333333333333333,0.42857142857142855,98,0,18
34183,0.5,0.8804408311843872,0.574468085106383,0.19642857142857142,0.574468085106383,94,0,16,0.3333333333333333,0.8451415300369263,0.5,0.1935483870967742,0.4642857142857143,58,0,11,0.19047619047619047,0.8432407379150391,0.5,0.2413793103448276,0.46153846153846156,47,0,8,0.15384615384615385,0.8560606241226196,0.3684210526315789,0.2127659574468085,0.3684210526315789,72,0,13,0.0,0.8424340486526489,0.35294117647058826,0.1,0.35294117647058826,72,0,9
56956,0.2,0.8545482158660889,0.5172413793103449,0.20588235294117646,0.5172413793103449,51,0,5,0.2857142857142857,0.8539168834686279,0.64,0.36,0.64,49,0,5,0.3333333333333333,0.8487494587898254,0.5357142857142857,0.23333333333333334,0.5357142857142857,69,0,8,0.35294117647058826,0.8741875290870667,0.55,0.18181818181818182,0.525,75,0,12,0.3333333333333333,0.8687785863876343,0.5789473684210527,0.23809523809523808,0.5526315789473685,72,0,8
119227,0.4117647058823529,0.8670058846473694,0.7368421052631579,0.5111111111111111,0.7368421052631579,68,0,10,0.3333333333333333,0.8670766949653625,0.7435897435897436,0.5227272727272727,0.7435897435897436,67,1,10,0.19047619047619047,0.8397458791732788,0.48484848484848486,0.2857142857142857,0.48484848484848486,66,0,10,0.29411764705882354,0.8648605346679688,0.71875,0.5128205128205128,0.6875,73,0,7,0.3888888888888889,0.841571569442749,0.5675675675675675,0.20930232558139536,0.5405405405405406,65,0,9
66047,0.43478260869565216,0.8613609075546265,0.7317073170731707,0.42857142857142855,0.6829268292682927,73,0,12,0.34782608695652173,0.8687098622322083,0.8181818181818182,0.5471698113207547,0.8181818181818182,96,0,10,0.19230769230769232,0.8313171863555908,0.6410256410256411,0.5490196078431373,0.5897435897435898,76,0,11,0.1111111111111111,0.8245593905448914,0.5405405405405406,0.2857142857142857,0.4864864864864865,79,0,10,0.16666666666666666,0.836170494556427,0.6585365853658537,0.3877551020408163,0.5853658536585366,72,0,8
